"ENSG","padj","gene"
"ENSG00000188010",NA,"MORN2"
"ENSG00000188011",NA,"RTP5"
"ENSG00000188015",NA,"S100A3"
"ENSG00000188021",NA,"UBQLN2"
"ENSG00000188026",NA,"RILPL1"
"ENSG00000188029",NA,"CTSL3P"
"ENSG00000188033",NA,"ZNF490"
"ENSG00000188037",NA,"CLCN1"
"ENSG00000188038",NA,"NRN1L"
"ENSG00000188039",NA,"NWD1"
"ENSG00000188042",NA,"ARL4C"
"ENSG00000188050",NA,"RNF133"
"ENSG00000188060",NA,"RAB42"
"ENSG00000188064",NA,"WNT7B"
"ENSG00000188089",NA,"PLA2G4E"
"ENSG00000188092",NA,"GPR89B"
"ENSG00000188095",NA,"MESP2"
"ENSG00000188107",NA,"EYS"
"ENSG00000188112",NA,"C6orf132"
"ENSG00000188120",NA,"DAZ1"
"ENSG00000188124",NA,"OR2AG2"
"ENSG00000188130",NA,"MAPK12"
"ENSG00000188153",NA,"COL4A5"
"ENSG00000188155",NA,"KRTAP10-6"
"ENSG00000188157",NA,"AGRN"
"ENSG00000188158",NA,"NHS"
"ENSG00000188162",NA,"OTOG"
"ENSG00000188163",NA,"FAM166A"
"ENSG00000188167",NA,"TMPPE"
"ENSG00000188171",NA,"ZNF626"
"ENSG00000188175",NA,"HEPACAM2"
"ENSG00000188176",NA,"SMTNL2"
"ENSG00000188177",NA,"ZC3H6"
"ENSG00000188186",NA,"LAMTOR4"
"ENSG00000188191",NA,"PRKAR1B"
"ENSG00000188211",NA,"NCR3LG1"
"ENSG00000188215",NA,"DCUN1D3"
"ENSG00000188219",NA,"POTEE"
"ENSG00000188227",NA,"ZNF793"
"ENSG00000188229",NA,"TUBB4B"
"ENSG00000188234",NA,"AGAP4"
"ENSG00000188243",NA,"COMMD6"
"ENSG00000188257",NA,"PLA2G2A"
"ENSG00000188266",NA,"HYKK"
"ENSG00000188269",NA,"OR7A5"
"ENSG00000188282",NA,"RUFY4"
"ENSG00000188283",NA,"ZNF383"
"ENSG00000188290",NA,"HES4"
"ENSG00000188293",NA,"IGFL1"
"ENSG00000188295",NA,"ZNF669"
"ENSG00000188306",NA,"LRRIQ4"
"ENSG00000188312",NA,"CENPP"
"ENSG00000188313",NA,"PLSCR1"
"ENSG00000188315",NA,"C3orf62"
"ENSG00000188316",NA,"ENO4"
"ENSG00000188321",NA,"ZNF559"
"ENSG00000188324",NA,"OR6C6"
"ENSG00000188338",NA,"SLC38A3"
"ENSG00000188340",NA,"OR6N2"
"ENSG00000188342",NA,"GTF2F2"
"ENSG00000188343",NA,"FAM92A"
"ENSG00000188352",NA,"FOCAD"
"ENSG00000188368",NA,"PRR19"
"ENSG00000188372",NA,"ZP3"
"ENSG00000188375",NA,"H3F3C"
"ENSG00000188379",NA,"IFNA2"
"ENSG00000188386",NA,"PPP3R2"
"ENSG00000188389",NA,"PDCD1"
"ENSG00000188393",NA,"CLEC2A"
"ENSG00000188394",NA,"GPR21"
"ENSG00000188396",NA,"TCTEX1D4"
"ENSG00000188404",NA,"SELL"
"ENSG00000188408",NA,"MAGEB5"
"ENSG00000188419",NA,"CHM"
"ENSG00000188425",NA,"NANOS2"
"ENSG00000188428",NA,"BLOC1S5"
"ENSG00000188467",NA,"SLC24A5"
"ENSG00000188486",NA,"H2AFX"
"ENSG00000188487",NA,"INSC"
"ENSG00000188488",NA,"SERPINA5"
"ENSG00000188505",NA,"NCCRP1"
"ENSG00000188517",NA,"COL25A1"
"ENSG00000188522",NA,"FAM83G"
"ENSG00000188523",NA,"CFAP77"
"ENSG00000188529",NA,"SRSF10"
"ENSG00000188536",NA,"HBA2"
"ENSG00000188542",NA,"DUSP28"
"ENSG00000188549",NA,"CCDC9B"
"ENSG00000188554",NA,"NBR1"
"ENSG00000188558",NA,"OR2G6"
"ENSG00000188559",NA,"RALGAPA2"
"ENSG00000188566",NA,"NDOR1"
"ENSG00000188573",NA,"FBLL1"
"ENSG00000188580",NA,"NKAIN2"
"ENSG00000188581",NA,"KRTAP1-1"
"ENSG00000188582",NA,"PAQR9"
"ENSG00000188596",NA,"CFAP54"
"ENSG00000188603",NA,"CLN3"
"ENSG00000188611",NA,"ASAH2"
"ENSG00000188612",NA,"SUMO2"
"ENSG00000188613",NA,"NANOS1"
"ENSG00000188620",NA,"HMX3"
"ENSG00000188624",NA,"IGFL3"
"ENSG00000188629",NA,"ZNF177"
"ENSG00000188636",NA,"RTL6"
"ENSG00000188641",NA,"DPYD"
"ENSG00000188643",NA,"S100A16"
"ENSG00000188647",NA,"PTAR1"
"ENSG00000188649",NA,"CC2D2B"
"ENSG00000188659",NA,"SAXO2"
"ENSG00000188662",NA,"HILS1"
"ENSG00000188672",NA,"RHCE"
"ENSG00000188676",NA,"IDO2"
"ENSG00000188677",NA,"PARVB"
"ENSG00000188687",NA,"SLC4A5"
"ENSG00000188690",NA,"UROS"
"ENSG00000188691",NA,"OR56A5"
"ENSG00000188694",NA,"KRTAP24-1"
"ENSG00000188706",NA,"ZDHHC9"
"ENSG00000188707",NA,"ZBED6CL"
"ENSG00000188710",NA,"QRFP"
"ENSG00000188716",NA,"DUPD1"
"ENSG00000188725",NA,"SMIM15"
"ENSG00000188729",NA,"OSTN"
"ENSG00000188730",NA,"VWC2"
"ENSG00000188732",NA,"FAM221A"
"ENSG00000188735",NA,"TMEM120B"
"ENSG00000188738",NA,"FSIP2"
"ENSG00000188739",NA,"RBM34"
"ENSG00000188747",NA,"NOXA1"
"ENSG00000188761",NA,"BCL2L15"
"ENSG00000188763",NA,"FZD9"
"ENSG00000188766",NA,"SPRED3"
"ENSG00000188770",NA,"OPTC"
"ENSG00000188771",NA,"PLET1"
"ENSG00000188778",NA,"ADRB3"
"ENSG00000188779",NA,"SKOR1"
"ENSG00000188782",NA,"CATSPER4"
"ENSG00000188783",NA,"PRELP"
"ENSG00000188784",NA,"PLA2G2E"
"ENSG00000188785",NA,"ZNF548"
"ENSG00000188786",NA,"MTF1"
"ENSG00000188800",NA,"TMCO2"
"ENSG00000188803",NA,"SHISA6"
"ENSG00000188807",NA,"TMEM201"
"ENSG00000188811",NA,"NHLRC3"
"ENSG00000188816",NA,"HMX2"
"ENSG00000188818",NA,"ZDHHC11"
"ENSG00000188822",NA,"CNR2"
"ENSG00000188827",NA,"SLX4"
"ENSG00000188828",NA,"GLRA4"
"ENSG00000188833",NA,"ENTPD8"
"ENSG00000188846",NA,"RPL14"
"ENSG00000188848",NA,"BEND4"
"ENSG00000188859",NA,"FAM78B"
"ENSG00000188868",NA,"ZNF563"
"ENSG00000188869",NA,"TMC3"
"ENSG00000188877",NA,"POTEA"
"ENSG00000188878",NA,"FBF1"
"ENSG00000188883",NA,"KLRG2"
"ENSG00000188886",NA,"ASTL"
"ENSG00000188895",NA,"MSL1"
"ENSG00000188906",NA,"LRRK2"
"ENSG00000188909",NA,"BSX"
"ENSG00000188910",NA,"GJB3"
"ENSG00000188916",NA,"INSYN2"
"ENSG00000188917",NA,"TRMT2B"
"ENSG00000188921",NA,"HACD4"
"ENSG00000188937",NA,"NYX"
"ENSG00000188938",NA,"FAM120AOS"
"ENSG00000188958",NA,"UTS2B"
"ENSG00000188959",NA,"C9orf152"
"ENSG00000188976",NA,"NOC2L"
"ENSG00000188986",NA,"NELFB"
"ENSG00000188991",NA,"SLC15A5"
"ENSG00000188992",NA,"LIPI"
"ENSG00000188993",NA,"LRRC66"
"ENSG00000188994",NA,"ZNF292"
"ENSG00000188996",NA,"HUS1B"
"ENSG00000188997",NA,"KCTD21"
"ENSG00000189001",NA,"SBSN"
"ENSG00000189007",NA,"ADAT2"
"ENSG00000189013",NA,"KIR2DL4"
"ENSG00000189023",NA,"MAGEB16"
"ENSG00000189030",NA,"VHLL"
"ENSG00000189037",NA,"DUSP21"
"ENSG00000189042",NA,"ZNF567"
"ENSG00000189043",NA,"NDUFA4"
"ENSG00000189046",NA,"ALKBH2"
"ENSG00000189050",NA,"RNFT1"
"ENSG00000189052",NA,"CGB5"
"ENSG00000189056",NA,"RELN"
"ENSG00000189057",NA,"FAM111B"
"ENSG00000189058",NA,"APOD"
"ENSG00000189060",NA,"H1F0"
"ENSG00000189064",NA,"GAGE2A"
"ENSG00000189067",NA,"LITAF"
"ENSG00000189077",NA,"TMEM120A"
"ENSG00000189079",NA,"ARID2"
"ENSG00000189091",NA,"SF3B3"
"ENSG00000189099",NA,"PRSS48"
"ENSG00000189108",NA,"IL1RAPL2"
"ENSG00000189114",NA,"BLOC1S3"
"ENSG00000189120",NA,"SP6"
"ENSG00000189129",NA,"PLAC9"
"ENSG00000189132",NA,"FAM47B"
"ENSG00000189134",NA,"NKAPL"
"ENSG00000189139",NA,"FSCB"
"ENSG00000189143",NA,"CLDN4"
"ENSG00000189144",NA,"ZNF573"
"ENSG00000189152",NA,"GRAPL"
"ENSG00000189159",NA,"JPT1"
"ENSG00000189167",NA,"ZAR1L"
"ENSG00000189171",NA,"S100A13"
"ENSG00000189180",NA,"ZNF33A"
"ENSG00000189181",NA,"OR14I1"
"ENSG00000189182",NA,"KRT77"
"ENSG00000189184",NA,"PCDH18"
"ENSG00000189186",NA,"DCAF8L2"
"ENSG00000189190",NA,"ZNF600"
"ENSG00000189195",NA,"BTBD8"
"ENSG00000189212",NA,"DPY19L2P1"
"ENSG00000189221",NA,"MAOA"
"ENSG00000189227",NA,"C15orf61"
"ENSG00000189241",NA,"TSPYL1"
"ENSG00000189252",NA,"SPANXN3"
"ENSG00000189266",NA,"PNRC2"
"ENSG00000189269",NA,"DRICH1"
"ENSG00000189280",NA,"GJB5"
"ENSG00000189283",NA,"FHIT"
"ENSG00000189292",NA,"ALKAL2"
"ENSG00000189298",NA,"ZKSCAN3"
"ENSG00000189299",NA,"FOXR2"
"ENSG00000189306",NA,"RRP7A"
"ENSG00000189308",NA,"LIN54"
"ENSG00000189319",NA,"FAM53B"
"ENSG00000189320",NA,"FAM180A"
"ENSG00000189325",NA,"C6orf222"
"ENSG00000189326",NA,"SPANXN4"
"ENSG00000189334",NA,"S100A14"
"ENSG00000189337",NA,"KAZN"
"ENSG00000189348",NA,"FAM90A27P"
"ENSG00000189350",NA,"TOGARAM2"
"ENSG00000189362",NA,"NEMP2"
"ENSG00000189366",NA,"ALG1L"
"ENSG00000189367",NA,"KIAA0408"
"ENSG00000189369",NA,"GSPT2"
"ENSG00000189375",NA,"TBC1D28"
"ENSG00000189377",NA,"CXCL17"
"ENSG00000189401",NA,"OTUD6A"
"ENSG00000189403",NA,"HMGB1"
"ENSG00000189409",NA,"MMP23B"
"ENSG00000189410",NA,"SH2D5"
"ENSG00000189430",NA,"NCR1"
"ENSG00000189431",NA,"RASSF10"
"ENSG00000189433",NA,"GJB4"
"ENSG00000196071",NA,"OR2L13"
"ENSG00000196072",NA,"BLOC1S2"
"ENSG00000196074",NA,"SYCP2"
"ENSG00000196081",NA,"ZNF724"
"ENSG00000196083",NA,"IL1RAP"
"ENSG00000196090",NA,"PTPRT"
"ENSG00000196091",NA,"MYBPC1"
"ENSG00000196092",NA,"PAX5"
"ENSG00000196098",NA,"OR5K4"
"ENSG00000196099",NA,"OR6M1"
"ENSG00000196104",NA,"SPOCK3"
"ENSG00000196109",NA,"ZNF676"
"ENSG00000196110",NA,"ZNF699"
"ENSG00000196116",NA,"TDRD7"
"ENSG00000196118",NA,"CCDC189"
"ENSG00000196119",NA,"OR8A1"
"ENSG00000196123",NA,"KIAA0895L"
"ENSG00000196126",NA,"HLA-DRB1"
"ENSG00000196131",NA,"VN1R2"
"ENSG00000196132",NA,"MYT1"
"ENSG00000196136",NA,"SERPINA3"
"ENSG00000196139",NA,"AKR1C3"
"ENSG00000196141",NA,"SPATS2L"
"ENSG00000196150",NA,"ZNF250"
"ENSG00000196152",NA,"ZNF79"
"ENSG00000196154",NA,"S100A4"
"ENSG00000196155",NA,"PLEKHG4"
"ENSG00000196159",NA,"FAT4"
"ENSG00000196169",NA,"KIF19"
"ENSG00000196171",NA,"OR6K2"
"ENSG00000196172",NA,"ZNF681"
"ENSG00000196177",NA,"ACADSB"
"ENSG00000196182",NA,"STK40"
"ENSG00000196184",NA,"OR10J1"
"ENSG00000196187",NA,"TMEM63A"
"ENSG00000196188",NA,"CTSE"
"ENSG00000196189",NA,"SEMA4A"
"ENSG00000196199",NA,"MPHOSPH8"
"ENSG00000196205",NA,"EEF1A1P5"
"ENSG00000196208",NA,"GREB1"
"ENSG00000196214",NA,"ZNF766"
"ENSG00000196218",NA,"RYR1"
"ENSG00000196220",NA,"SRGAP3"
"ENSG00000196224",NA,"KRTAP5-3"
"ENSG00000196227",NA,"FAM217B"
"ENSG00000196228",NA,"SULT1C3"
"ENSG00000196230",NA,"TUBB"
"ENSG00000196233",NA,"LCOR"
"ENSG00000196235",NA,"SUPT5H"
"ENSG00000196236",NA,"XPNPEP3"
"ENSG00000196240",NA,"OR2T2"
"ENSG00000196242",NA,"OR2C3"
"ENSG00000196247",NA,"ZNF107"
"ENSG00000196248",NA,"OR10S1"
"ENSG00000196260",NA,"SFTA2"
"ENSG00000196262",NA,"PPIA"
"ENSG00000196263",NA,"ZNF471"
"ENSG00000196266",NA,"OR10J3"
"ENSG00000196267",NA,"ZNF836"
"ENSG00000196268",NA,"ZNF493"
"ENSG00000196275",NA,"GTF2IRD2"
"ENSG00000196277",NA,"GRM7"
"ENSG00000196284",NA,"SUPT3H"
"ENSG00000196289",NA,"BECN2"
"ENSG00000196290",NA,"NIF3L1"
"ENSG00000196296",NA,"ATP2A1"
"ENSG00000196305",NA,"IARS"
"ENSG00000196313",NA,"POM121"
"ENSG00000196323",NA,"ZBTB44"
"ENSG00000196329",NA,"GIMAP5"
"ENSG00000196335",NA,"STK31"
"ENSG00000196337",NA,"CGB7"
"ENSG00000196338",NA,"NLGN3"
"ENSG00000196341",NA,"OR8D1"
"ENSG00000196344",NA,"ADH7"
"ENSG00000196345",NA,"ZKSCAN7"
"ENSG00000196352",NA,"CD55"
"ENSG00000196353",NA,"CPNE4"
"ENSG00000196357",NA,"ZNF565"
"ENSG00000196358",NA,"NTNG2"
"ENSG00000196361",NA,"ELAVL3"
"ENSG00000196363",NA,"WDR5"
"ENSG00000196365",NA,"LONP1"
"ENSG00000196366",NA,"C9orf163"
"ENSG00000196367",NA,"TRRAP"
"ENSG00000196368",NA,"NUDT11"
"ENSG00000196369",NA,"SRGAP2B"
"ENSG00000196371",NA,"FUT4"
"ENSG00000196372",NA,"ASB13"
"ENSG00000196376",NA,"SLC35F1"
"ENSG00000196378",NA,"ZNF34"
"ENSG00000196387",NA,"ZNF140"
"ENSG00000196388",NA,"INCA1"
"ENSG00000196391",NA,"ZNF774"
"ENSG00000196396",NA,"PTPN1"
"ENSG00000196405",NA,"EVL"
"ENSG00000196406",NA,"SPANXD"
"ENSG00000196407",NA,"THEM5"
"ENSG00000196408",NA,"NOXO1"
"ENSG00000196411",NA,"EPHB4"
"ENSG00000196415",NA,"PRTN3"
"ENSG00000196417",NA,"ZNF765"
"ENSG00000196418",NA,"ZNF124"
"ENSG00000196419",NA,"XRCC6"
"ENSG00000196420",NA,"S100A5"
"ENSG00000196422",NA,"PPP1R26"
"ENSG00000196428",NA,"TSC22D2"
"ENSG00000196431",NA,"CRYBA4"
"ENSG00000196433",NA,"ASMT"
"ENSG00000196437",NA,"ZNF569"
"ENSG00000196449",NA,"YRDC"
"ENSG00000196453",NA,"ZNF777"
"ENSG00000196455",NA,"PIK3R4"
"ENSG00000196456",NA,"ZNF775"
"ENSG00000196458",NA,"ZNF605"
"ENSG00000196459",NA,"TRAPPC2"
"ENSG00000196465",NA,"MYL6B"
"ENSG00000196466",NA,"ZNF799"
"ENSG00000196468",NA,"FGF16"
"ENSG00000196470",NA,"SIAH1"
"ENSG00000196475",NA,"GK2"
"ENSG00000196476",NA,"C20orf96"
"ENSG00000196482",NA,"ESRRG"
"ENSG00000196497",NA,"IPO4"
"ENSG00000196498",NA,"NCOR2"
"ENSG00000196502",NA,"SULT1A1"
"ENSG00000196503",NA,"ARL9"
"ENSG00000196504",NA,"PRPF40A"
"ENSG00000196505",NA,"GDAP2"
"ENSG00000196507",NA,"TCEAL3"
"ENSG00000196510",NA,"ANAPC7"
"ENSG00000196511",NA,"TPK1"
"ENSG00000196517",NA,"SLC6A9"
"ENSG00000196526",NA,"AFAP1"
"ENSG00000196531",NA,"NACA"
"ENSG00000196535",NA,"MYO18A"
"ENSG00000196539",NA,"OR2T3"
"ENSG00000196542",NA,"SPTSSB"
"ENSG00000196544",NA,"BORCS6"
"ENSG00000196547",NA,"MAN2A2"
"ENSG00000196549",NA,"MME"
"ENSG00000196550",NA,"FAM72A"
"ENSG00000196557",NA,"CACNA1H"
"ENSG00000196562",NA,"SULF2"
"ENSG00000196565",NA,"HBG2"
"ENSG00000196569",NA,"LAMA2"
"ENSG00000196570",NA,"PFN3"
"ENSG00000196576",NA,"PLXNB2"
"ENSG00000196578",NA,"OR5AC2"
"ENSG00000196581",NA,"AJAP1"
"ENSG00000196584",NA,"XRCC2"
"ENSG00000196586",NA,"MYO6"
"ENSG00000196588",NA,"MRTFA"
"ENSG00000196591",NA,"HDAC2"
"ENSG00000196597",NA,"ZNF782"
"ENSG00000196604",NA,"POTEF"
"ENSG00000196605",NA,"ZNF846"
"ENSG00000196611",NA,"MMP1"
"ENSG00000196616",NA,"ADH1B"
"ENSG00000196620",NA,"UGT2B15"
"ENSG00000196628",NA,"TCF4"
"ENSG00000196632",NA,"WNK3"
"ENSG00000196636",NA,"SDHAF3"
"ENSG00000196639",NA,"HRH1"
"ENSG00000196642",NA,"RABL6"
"ENSG00000196646",NA,"ZNF136"
"ENSG00000196652",NA,"ZKSCAN5"
"ENSG00000196653",NA,"ZNF502"
"ENSG00000196655",NA,"TRAPPC4"
"ENSG00000196659",NA,"TTC30B"
"ENSG00000196660",NA,"SLC30A10"
"ENSG00000196663",NA,"TECPR2"
"ENSG00000196664",NA,"TLR7"
"ENSG00000196666",NA,"FAM180B"
"ENSG00000196668",NA,"LINC00173"
"ENSG00000196670",NA,"ZFP62"
"ENSG00000196678",NA,"ERI2"
"ENSG00000196683",NA,"TOMM7"
"ENSG00000196684",NA,"HSH2D"
"ENSG00000196689",NA,"TRPV1"
"ENSG00000196693",NA,"ZNF33B"
"ENSG00000196700",NA,"ZNF512B"
"ENSG00000196704",NA,"AMZ2"
"ENSG00000196705",NA,"ZNF431"
"ENSG00000196711",NA,"ALKAL1"
"ENSG00000196712",NA,"NF1"
"ENSG00000196715",NA,"VKORC1L1"
"ENSG00000196724",NA,"ZNF418"
"ENSG00000196730",NA,"DAPK1"
"ENSG00000196734",NA,"LCE1B"
"ENSG00000196735",NA,"HLA-DQA1"
"ENSG00000196739",NA,"COL27A1"
"ENSG00000196743",NA,"GM2A"
"ENSG00000196747",NA,"HIST1H2AI"
"ENSG00000196748",NA,"CLPSL2"
"ENSG00000196754",NA,"S100A2"
"ENSG00000196757",NA,"ZNF700"
"ENSG00000196767",NA,"POU3F4"
"ENSG00000196772",NA,"OR14A16"
"ENSG00000196776",NA,"CD47"
"ENSG00000196778",NA,"OR52K1"
"ENSG00000196781",NA,"TLE1"
"ENSG00000196782",NA,"MAML3"
"ENSG00000196787",NA,"HIST1H2AG"
"ENSG00000196792",NA,"STRN3"
"ENSG00000196793",NA,"ZNF239"
"ENSG00000196805",NA,"SPRR2B"
"ENSG00000196811",NA,"CHRNG"
"ENSG00000196812",NA,"ZSCAN16"
"ENSG00000196814",NA,"MVB12B"
"ENSG00000196821",NA,"C6orf106"
"ENSG00000196832",NA,"OR11G2"
"ENSG00000196834",NA,"POTEI"
"ENSG00000196839",NA,"ADA"
"ENSG00000196843",NA,"ARID5A"
"ENSG00000196844",NA,"PATE2"
"ENSG00000196850",NA,"PPTC7"
"ENSG00000196859",NA,"KRT39"
"ENSG00000196860",NA,"TOMM20L"
"ENSG00000196862",NA,"RGPD4"
"ENSG00000196865",NA,"NHLRC2"
"ENSG00000196866",NA,"HIST1H2AD"
"ENSG00000196867",NA,"ZFP28"
"ENSG00000196872",NA,"KIAA1211L"
"ENSG00000196873",NA,"CBWD3"
"ENSG00000196876",NA,"SCN8A"
"ENSG00000196878",NA,"LAMB3"
"ENSG00000196890",NA,"HIST3H2BB"
"ENSG00000196900",NA,"TEX43"
"ENSG00000196911",NA,"KPNA5"
"ENSG00000196912",NA,"ANKRD36B"
"ENSG00000196914",NA,"ARHGEF12"
"ENSG00000196917",NA,"HCAR1"
"ENSG00000196923",NA,"PDLIM7"
"ENSG00000196924",NA,"FLNA"
"ENSG00000196932",NA,"TMEM26"
"ENSG00000196933",NA,"RPS26P11"
"ENSG00000196935",NA,"SRGAP1"
"ENSG00000196937",NA,"FAM3C"
"ENSG00000196943",NA,"NOP9"
"ENSG00000196944",NA,"OR2T4"
"ENSG00000196946",NA,"ZNF705A"
"ENSG00000196950",NA,"SLC39A10"
"ENSG00000196954",NA,"CASP4"
"ENSG00000196961",NA,"AP2A1"
"ENSG00000196967",NA,"ZNF585A"
"ENSG00000196968",NA,"FUT11"
"ENSG00000196975",NA,"ANXA4"
"ENSG00000196976",NA,"LAGE3"
"ENSG00000196981",NA,"WDR5B"
"ENSG00000196990",NA,"FAM163B"
"ENSG00000196998",NA,"WDR45"
"ENSG00000197006",NA,"METTL9"
"ENSG00000197008",NA,"ZNF138"
"ENSG00000197013",NA,"ZNF429"
"ENSG00000197016",NA,"ZNF470"
"ENSG00000197019",NA,"SERTAD1"
"ENSG00000197020",NA,"ZNF100"
"ENSG00000197024",NA,"ZNF398"
"ENSG00000197037",NA,"ZSCAN25"
"ENSG00000197043",NA,"ANXA6"
"ENSG00000197044",NA,"ZNF441"
"ENSG00000197045",NA,"GMFB"
"ENSG00000197046",NA,"SIGLEC15"
"ENSG00000197050",NA,"ZNF420"
"ENSG00000197054",NA,"ZNF763"
"ENSG00000197056",NA,"ZMYM1"
"ENSG00000197061",NA,"HIST1H4C"
"ENSG00000197062",NA,"ZSCAN26"
"ENSG00000197063",NA,"MAFG"
"ENSG00000197070",NA,"ARRDC1"
"ENSG00000197077",NA,"KIAA1671"
"ENSG00000197079",NA,"KRT35"
"ENSG00000197081",NA,"IGF2R"
"ENSG00000197084",NA,"LCE1C"
"ENSG00000197093",NA,"GAL3ST4"
"ENSG00000197102",NA,"DYNC1H1"
"ENSG00000197106",NA,"SLC6A17"
"ENSG00000197110",NA,"IFNL3"
"ENSG00000197111",NA,"PCBP2"
"ENSG00000197114",NA,"ZGPAT"
"ENSG00000197119",NA,"SLC25A29"
"ENSG00000197121",NA,"PGAP1"
"ENSG00000197122",NA,"SRC"
"ENSG00000197123",NA,"ZNF679"
"ENSG00000197124",NA,"ZNF682"
"ENSG00000197125",NA,"OR8B8"
"ENSG00000197128",NA,"ZNF772"
"ENSG00000197134",NA,"ZNF257"
"ENSG00000197136",NA,"PCNX3"
"ENSG00000197140",NA,"ADAM32"
"ENSG00000197142",NA,"ACSL5"
"ENSG00000197147",NA,"LRRC8B"
"ENSG00000197150",NA,"ABCB8"
"ENSG00000197153",NA,"HIST1H3J"
"ENSG00000197157",NA,"SND1"
"ENSG00000197162",NA,"ZNF785"
"ENSG00000197165",NA,"SULT1A2"
"ENSG00000197168",NA,"NEK5"
"ENSG00000197170",NA,"PSMD12"
"ENSG00000197172",NA,"MAGEA6"
"ENSG00000197177",NA,"ADGRA1"
"ENSG00000197181",NA,"PIWIL2"
"ENSG00000197183",NA,"NOL4L"
"ENSG00000197191",NA,"CYSRT1"
"ENSG00000197213",NA,"ZSCAN5B"
"ENSG00000197217",NA,"ENTPD4"
"ENSG00000197223",NA,"C1D"
"ENSG00000197226",NA,"TBC1D9B"
"ENSG00000197233",NA,"OR1J2"
"ENSG00000197238",NA,"HIST1H4J"
"ENSG00000197249",NA,"SERPINA1"
"ENSG00000197253",NA,"TPSB2"
"ENSG00000197256",NA,"KANK2"
"ENSG00000197261",NA,"C6orf141"
"ENSG00000197265",NA,"GTF2E2"
"ENSG00000197272",NA,"IL27"
"ENSG00000197273",NA,"GUCA2A"
"ENSG00000197275",NA,"RAD54B"
"ENSG00000197279",NA,"ZNF165"
"ENSG00000197283",NA,"SYNGAP1"
"ENSG00000197296",NA,"FITM2"
"ENSG00000197299",NA,"BLM"
"ENSG00000197302",NA,"ZNF720"
"ENSG00000197309",NA,"OR10D3"
"ENSG00000197312",NA,"DDI2"
"ENSG00000197321",NA,"SVIL"
"ENSG00000197322",NA,"C17orf102"
"ENSG00000197323",NA,"TRIM33"
"ENSG00000197324",NA,"LRP10"
"ENSG00000197329",NA,"PELI1"
"ENSG00000197343",NA,"ZNF655"
"ENSG00000197345",NA,"MRPL21"
"ENSG00000197353",NA,"LYPD2"
"ENSG00000197355",NA,"UAP1L1"
"ENSG00000197360",NA,"ZNF98"
"ENSG00000197361",NA,"FBXL22"
"ENSG00000197362",NA,"ZNF786"
"ENSG00000197363",NA,"ZNF517"
"ENSG00000197364",NA,"S100A7L2"
"ENSG00000197372",NA,"ZNF675"
"ENSG00000197375",NA,"SLC22A5"
"ENSG00000197376",NA,"AC089987.1"
"ENSG00000197380",NA,"DACT3"
"ENSG00000197381",NA,"ADARB1"
"ENSG00000197385",NA,"ZNF860"
"ENSG00000197386",NA,"HTT"
"ENSG00000197403",NA,"OR6N1"
"ENSG00000197405",NA,"C5AR1"
"ENSG00000197406",NA,"DIO3"
"ENSG00000197408",NA,"CYP2B6"
"ENSG00000197409",NA,"HIST1H3D"
"ENSG00000197410",NA,"DCHS2"
"ENSG00000197415",NA,"VEPH1"
"ENSG00000197416",NA,"FABP12"
"ENSG00000197417",NA,"SHPK"
"ENSG00000197421",NA,"GGT3P"
"ENSG00000197428",NA,"OR51D1"
"ENSG00000197429",NA,"IPP"
"ENSG00000197430",NA,"OPALIN"
"ENSG00000197437",NA,"OR13G1"
"ENSG00000197442",NA,"MAP3K5"
"ENSG00000197444",NA,"OGDHL"
"ENSG00000197446",NA,"CYP2F1"
"ENSG00000197448",NA,"GSTK1"
"ENSG00000197451",NA,"HNRNPAB"
"ENSG00000197454",NA,"OR2L5"
"ENSG00000197457",NA,"STMN3"
"ENSG00000197461",NA,"PDGFA"
"ENSG00000197467",NA,"COL13A1"
"ENSG00000197471",NA,"SPN"
"ENSG00000197472",NA,"ZNF695"
"ENSG00000197479",NA,"PCDHB11"
"ENSG00000197483",NA,"ZNF628"
"ENSG00000197487",NA,"GALP"
"ENSG00000197497",NA,"ZNF665"
"ENSG00000197498",NA,"RPF2"
"ENSG00000197506",NA,"SLC28A3"
"ENSG00000197520",NA,"FAM177B"
"ENSG00000197530",NA,"MIB2"
"ENSG00000197532",NA,"OR6Y1"
"ENSG00000197535",NA,"MYO5A"
"ENSG00000197540",NA,"GZMM"
"ENSG00000197548",NA,"ATG7"
"ENSG00000197555",NA,"SIPA1L1"
"ENSG00000197557",NA,"TTC30A"
"ENSG00000197558",NA,"SSPO"
"ENSG00000197561",NA,"ELANE"
"ENSG00000197562",NA,"RAB40C"
"ENSG00000197563",NA,"PIGN"
"ENSG00000197565",NA,"COL4A6"
"ENSG00000197566",NA,"ZNF624"
"ENSG00000197568",NA,"HHLA3"
"ENSG00000197576",NA,"HOXA4"
"ENSG00000197579",NA,"TOPORS"
"ENSG00000197584",NA,"KCNMB2"
"ENSG00000197586",NA,"ENTPD6"
"ENSG00000197587",NA,"DMBX1"
"ENSG00000197591",NA,"OR11L1"
"ENSG00000197594",NA,"ENPP1"
"ENSG00000197595",NA,"ATP11AUN"
"ENSG00000197599",NA,"CCDC154"
"ENSG00000197601",NA,"FAR1"
"ENSG00000197603",NA,"CPLANE1"
"ENSG00000197614",NA,"MFAP5"
"ENSG00000197616",NA,"MYH6"
"ENSG00000197617",NA,"VN1R5"
